SeqNum,MGEMLE,MGEMOM,MAANTH,AWAPAR,APERSA,AMOTSC,Resp,rand,RespHoldout,PWAPAR2,PAANHA2,PPERSA2,MSKB12,MAUT02,MHHUUR2,MAUT22,MINKGE2,MFALLE2,MRELGE2,MGODRK2,MOPLHO2,MFWEKI2,MSKB22,MGODPR2,MSKC2,MAUT12,MSKA2,mostyp_1,mostyp_2,mostyp_3,mostyp_4,mostyp_5,mostyp_6,mostyp_7,mostyp_8,mostyp_9,mostyp_10,mostyp_11,mostyp_12,mostyp_13,mostyp_14,mostyp_15,mostyp_16,mostyp_17,mostyp_18,mostyp_19,mostyp_20,mostyp_21,mostyp_22,mostyp_23,mostyp_24,mostyp_25,mostyp_26,mostyp_28,mostyp_29,mostyp_30,mostyp_31,mostyp_32,mostyp_33,mostyp_34,mostyp_35,mostyp_36,mostyp_37,mostyp_38,mostyp_39,mostyp_40,mostyp_41,MOSHOO_1,MOSHOO_2,MOSHOO_3,MOSHOO_4,MOSHOO_5,MOSHOO_6,MOSHOO_7,MOSHOO_8,MOSHOO_9,MOSHOO_10
1784,7,3,2,0,0,0,0,0.5638209542,,0,0,0,43,5.5,0,5.5,5.5,56,5.5,43,5.5,0,0,0,43,30,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1785,3,2,3,0,1,0,0,0.2948451085,,0,350,0,30,0,0,0,0,30,0,56,0,0,30,0,0,69,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1786,3,3,3,0,0,0,0,0.2102577399,,0,0,0,30,5.5,5.5,5.5,5.5,43,5.5,56,17,0,5.5,0,43,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1787,4,2,4,0,0,0,0,0.0667410936,,0,0,0,17,0,0,56,43,30,43,17,17,0,0,30,43,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1788,1,5,2,0,0,0,0,0.5995146994,,0,0,0,43,5.5,0,5.5,5.5,82,43,56,30,0,5.5,0,43,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1790,8,1,3,0,0,0,0,0.3987485573,,0,0,0,30,5.5,0,5.5,5.5,5.5,0,56,0,0,30,0,5.5,30,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1792,3,2,3,0,0,0,0,0.4238364712,,0,0,3000,17,0,17,56,5.5,43,0,17,56,0,17,5.5,69,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1793,5,5,1,0,0,0,0,0.5648750102,,0,0,0,30,0,5.5,0,5.5,17,0,56,17,0,17,0,30,69,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1794,5,0,6,0,0,0,0,0.6490921214,,0,0,0,0,0,5.5,17,17,43,30,17,30,0,5.5,5.5,69,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1797,2,6,2,0,0,0,0,0.5716271496,,0,0,0,30,5.5,0,17,5.5,43,5.5,69,5.5,5.5,17,0,17,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1798,2,3,0,0,0,0,0,0.0724323076,,0,0,0,17,0,0,56,17,82,0,43,17,0,17,0,30,43,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1800,6,0,4,0,0,0,0,0.1007778575,,0,0,0,5.5,0,0,43,30,56,17,30,30,0,17,0,56,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1801,9,0,5,0,0,0,0,0.5907720773,,0,0,0,5.5,0,5.5,0,0,56,17,82,0,0,5.5,0,0,69,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1807,4,7,0,0,0,0,0,0.6209728069,,0,0,0,30,0,0,5.5,0,43,0,56,5.5,0,5.5,0,5.5,94,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1808,2,2,0,0,0,0,0,0.1542071277,,0,0,0,69,0,0,0,0,43,0,43,30,0,30,0,43,43,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1809,6,0,4,0,0,0,0,0.4489010183,,0,0,0,0,0,43,43,5.5,0,43,17,0,0,0,17,30,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1810,2,2,3,0,0,0,0,0.2841598775,,0,0,0,0,0,0,0,0,56,0,17,30,0,5.5,0,43,69,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1811,4,2,2,0,1,0,0,0.6815578596,,0,3000,0,30,0,17,30,0,30,17,30,30,0,17,17,17,17,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1812,8,0,0,0,0,0,0,0.1355617159,,0,0,0,0,0,0,0,0,69,0,43,56,0,5.5,0,43,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1813,5,5,1,0,0,0,0,0.5350626058,,0,0,0,17,5.5,17,43,30,30,5.5,5.5,30,0,5.5,0,69,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1814,3,1,1,0,0,0,0,0.5558801561,,0,0,0,0,0,17,30,17,82,0,17,56,0,0,17,69,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1816,7,3,2,0,0,0,0,0.3858576582,,0,0,0,43,5.5,0,5.5,5.5,56,5.5,43,5.5,0,0,0,43,30,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1817,5,3,4,0,0,0,0,0.5282648408,,0,0,0,5.5,17,5.5,69,43,43,30,30,30,0,0,17,17,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1818,5,0,4,0,0,0,0,0.4999488031,,0,0,0,0,0,0,5.5,5.5,43,43,56,0,0,0,0,5.5,30,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1819,4,0,4,0,0,0,0,0.382742197,,0,0,0,0,17,0,17,30,69,17,43,0,0,0,0,43,17,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1820,5,1,6,0,0,0,0,0.5812020961,,0,0,0,0,0,17,17,5.5,30,5.5,43,43,0,0,0,69,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1821,3,3,3,0,0,0,0,0.0165791595,,0,0,0,69,0,30,30,17,17,5.5,43,30,0,43,0,69,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1822,7,2,4,0,0,0,0,0.0456334027,,0,0,0,0,0,5.5,17,17,56,30,17,17,0,5.5,0,56,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1823,2,3,0,0,0,0,0,0.3653778259,,0,0,0,17,0,0,56,17,82,0,43,17,0,17,0,30,43,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1824,6,1,5,0,0,0,0,0.2864201871,,0,0,0,5.5,5.5,5.5,30,17,43,17,30,30,0,17,0,43,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1827,7,2,4,0,0,0,0,0.4193804783,,0,0,0,5.5,0,0,0,0,69,5.5,56,30,0,5.5,0,30,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1830,6,1,4,0,0,0,0,0.4294170702,,0,0,0,30,0,0,30,30,82,0,5.5,56,43,0,0,69,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1831,5,0,4,0,1,0,0,0.3174523536,,0,3000,0,5.5,0,0,43,43,56,30,17,17,0,17,0,43,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1832,4,2,3,0,0,0,0,0.4891904045,,75,0,0,17,0,0,17,17,82,0,56,17,0,0,0,30,17,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1833,9,4,2,0,0,0,0,0.4252964535,,0,0,0,0,17,0,0,17,56,0,82,0,0,0,0,43,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1834,4,0,4,0,0,0,0,0.4904873215,,0,0,0,0,0,0,30,43,69,5.5,17,17,30,0,0,82,5.5,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1835,2,8,1,0,0,0,0,0.1582084709,,0,0,0,17,0,0,0,0,43,0,30,5.5,0,17,0,17,56,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1836,5,4,0,0,0,0,0,0.333156964,,0,0,0,0,17,0,17,30,56,17,17,43,0,0,0,56,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1837,3,0,4,0,0,0,0,0.0316923661,,0,0,0,30,0,30,17,17,0,17,43,30,0,0,0,43,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1839,5,0,7,0,0,0,0,0.5755842354,,0,0,0,5.5,5.5,0,30,17,94,0,30,43,17,0,0,43,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1841,0,0,6,0,0,0,0,0.676597433,,0,0,0,0,0,43,0,0,30,0,0,0,0,5.5,0,69,0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1842,1,4,3,0,0,0,0,0.3830991091,,0,0,0,17,5.5,5.5,17,17,56,5.5,17,17,0,17,0,82,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1843,1,3,3,0,0,0,0,0.5473556326,,0,0,0,43,5.5,0,5.5,30,56,30,17,17,0,30,0,17,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1844,0,5,0,0,0,0,0,0.1238432592,,0,0,0,0,0,0,56,0,56,0,43,56,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1845,9,4,3,0,0,0,0,0.5827515636,,0,0,0,0,0,0,56,100,0,0,0,0,56,56,0,100,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1847,5,4,0,0,0,0,0,0.5630589954,,0,0,0,30,0,0,0,0,30,0,69,0,0,0,0,0,43,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1848,6,4,0,0,0,0,0,0.1516206675,,0,0,0,17,0,0,0,0,43,0,82,17,0,0,0,43,5.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1851,2,4,3,0,0,0,0,0.1524769939,,0,0,0,17,0,5.5,17,5.5,17,17,17,43,0,5.5,5.5,56,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1852,3,9,0,0,0,0,0,0.22825671,,0,0,0,17,0,0,0,0,56,0,82,0,0,0,0,0,43,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1853,4,4,1,0,0,0,0,0.6870133968,,0,0,0,30,0,0,5.5,5.5,17,0,56,30,5.5,17,0,30,82,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1855,8,1,2,0,0,0,0,0.5889759006,,0,0,0,0,0,0,0,0,56,0,56,30,0,5.5,0,43,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1859,5,0,3,0,0,0,0,0.5351815445,,0,0,0,0,0,0,94,94,69,56,5.5,0,0,0,0,43,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1860,0,7,0,0,0,0,0,0.5105015405,,0,0,0,69,0,30,0,0,0,56,0,82,0,17,0,56,82,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1862,6,1,2,0,0,0,0,0.1102946937,,0,0,0,5.5,0,17,5.5,5.5,43,5.5,56,17,0,17,0,30,43,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1864,0,8,0,0,0,0,0,0.3087847258,,0,0,0,82,0,5.5,17,5.5,30,56,17,56,0,0,0,43,17,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1865,5,1,6,0,0,0,0,0.2341385126,,0,0,0,17,5.5,5.5,30,56,56,82,0,5.5,0,5.5,5.5,17,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867,3,5,2,0,0,0,0,0.1847299776,,0,0,0,30,0,5.5,17,5.5,56,17,43,17,0,17,0,56,17,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1868,6,6,1,0,0,0,0,0.3860134275,,0,0,0,17,0,0,0,0,43,5.5,56,5.5,0,5.5,0,30,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1871,8,1,2,0,0,0,0,0.4110207574,,0,0,0,17,5.5,17,17,5.5,69,5.5,30,17,0,0,5.5,30,30,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1872,4,0,4,0,0,0,0,0.5408642821,,0,0,0,17,0,0,5.5,5.5,69,5.5,56,17,17,17,0,17,56,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1873,4,2,3,0,0,0,1,0.1381062275,,0,0,0,5.5,5.5,0,30,30,56,17,30,30,5.5,5.5,5.5,30,30,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1875,4,1,4,0,0,0,0,0.4145463907,,0,0,0,0,0,0,5.5,0,30,0,43,0,0,0,0,5.5,56,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1876,3,4,3,0,0,0,0,0.548003963,,0,0,0,30,5.5,0,30,17,56,17,43,17,5.5,17,0,43,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1877,4,0,2,0,0,0,0,0.6255925669,,0,0,0,30,0,0,17,0,43,0,30,56,17,17,5.5,30,17,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1881,5,3,1,0,0,0,0,0.0671291831,,150,0,0,17,5.5,0,5.5,17,69,5.5,56,0,17,17,5.5,43,5.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1882,4,4,3,0,0,0,0,0.3646055331,,0,0,0,17,0,0,30,0,82,0,17,30,17,5.5,0,56,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1883,4,2,3,0,1,0,0,0.4538462546,,0,750,0,17,17,0,56,43,82,30,17,5.5,5.5,5.5,0,43,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1885,4,1,3,0,0,0,0,0.3726323183,,0,0,0,30,17,17,17,17,43,17,17,43,5.5,17,0,43,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1887,8,3,2,0,0,0,0,0.4052715778,,0,0,0,0,0,0,17,17,30,17,69,0,0,17,0,17,5.5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1890,1,3,3,0,0,0,0,0.5147362126,,0,0,0,43,0,0,5.5,5.5,56,5.5,30,30,0,17,0,69,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1892,7,1,4,0,0,0,1,0.210578486,,0,0,0,17,5.5,5.5,17,17,56,30,30,17,0,5.5,5.5,43,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1898,9,0,5,0,1,0,0,0.4074879589,,0,750,0,17,0,5.5,0,0,43,0,56,0,0,17,0,0,43,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1899,2,0,4,0,0,0,1,0.5146627489,,0,0,0,17,5.5,0,5.5,17,30,17,30,30,0,56,0,43,43,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901,8,0,0,0,0,0,0,0.0746199349,,0,0,0,0,0,0,0,0,69,0,43,56,0,5.5,0,43,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1902,4,3,1,0,0,0,0,0.6477695609,,0,0,0,43,5.5,5.5,17,17,56,17,30,17,0,5.5,0,30,30,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1903,8,0,5,0,0,0,0,0.5474971512,,0,0,0,0,0,0,17,17,82,17,56,30,0,17,0,43,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1905,4,3,2,0,0,0,0,0.2742363779,,0,0,0,30,5.5,5.5,17,17,56,17,43,17,5.5,5.5,0,17,17,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1906,5,6,1,0,0,0,0,0.0343483472,,0,0,0,43,0,0,5.5,5.5,94,0,43,17,0,0,0,30,43,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1908,4,2,2,0,0,0,0,0.1459767242,,0,0,0,30,0,17,30,0,30,17,30,30,0,17,17,17,17,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,7,0,0,0,0,0,0,0.4694573062,,0,0,0,0,0,0,0,0,17,0,30,43,0,30,0,69,17,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1911,3,1,2,0,0,0,0,0.2111656006,,0,0,0,5.5,0,5.5,5.5,5.5,56,0,56,43,0,17,0,30,43,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
